id,text,labels,group,split,start_s,end_s
2umjh27MkjU,This song features a male voice singing the main melody. This is accompanied by other male voices singing backing vocals in harmony. The bass plays the root notes of the chords. A synth plays a melody similar to the backing voices and continues to play even when the main voice sings. The synth has an accordion voice. This is accompanied by programmed percussion playing a Latin dance beat. The mood of this song is romantic. This song can be played in a dance party.,bass|slow tempo|male voice,2umjh27MkjU,,320,330
2unse6chkMU,"This is a piece that would be suitable as calming study music or music for sleeping. It features a relaxing and soothing motif on the piano, being backed by a distant, high pitched and sustained violin.",piano,2unse6chkMU,,30,40
2uvHgwAljPA,"The song is an instrumental. The song is medium tempo with a groovy drum rhythm, vinyl disc scratching tones and a percussive bass line. The song is energetic and groovy. The audio quality is very poor with a lot of hissing noise.",groovy|poor audio quality|instrumental music|medium tempo,2uvHgwAljPA,,30,40
2vQTq4QLP8U,This is a eurodance/latin dance music piece. The words are sung in the Spanish language by a female vocalist in a seductive manner. The main theme is played by the accordion while elements such as the keyboard and the bass guitar make up the melodic background. The rhythmic background consists of a basic 4/4 electronic drum beat and latin percussive elements. There is a sensual and erotic feel to this piece. It could be playing at latin dance nights at dance clubs. It could also work well as an accompaniment piece at a latin dance course.,bass guitar|electronic drums|energetic,2vQTq4QLP8U,,100,110
2wGkbHl3IUE,"The low quality recording features a bagpipes melody playing while a dog is howling. It sounds emotional and passionate, even though the recording is noisy.",low quality|emotional|passionate|noisy,2wGkbHl3IUE,,110,120
2wZCoeq9Ppc,"The low quality recording features a harmonizing woodwinds melody playing. The recording is noisy, in mono and it sounds happy and fun.",low quality|noisy|mono|happy|fun,2wZCoeq9Ppc,,80,90
2x4694ExyCU,"The low quality recording features an electro song that consists of a widely spread stuttering synth melody, buzzy synth bass and distorted electric guitar melody. It sounds distorted, loud, suspenseful and energetic.",loud|energetic|low quality,2x4694ExyCU,,310,320
2x9735gU01s,"The low quality recording features an arpeggiated acoustic guitar. It sounds mellow, soft, emotional and sad.",low quality|mellow|emotional,2x9735gU01s,,30,40
2xATintzaj4,The song is an instrumental. The song is medium tempo with an electric guitar playing chords and strumming rhythm with no other instrumentation. The song is emotional and interesting. The song is probably a demo of a guitar or guitar amplifier. The audio is average quality.,electric guitar|live performance|medium tempo|instrumental music|emotional|spirited,2xATintzaj4,,60,70
2xGRCsW6-Bk,"The low quality recording features a Champeta song that consists of wooden percussive elements, electric guitar solo melody, funky electric rhythm guitar chords, shimmering shakers and hi hats and smooth bass guitar. It sounds funky and like something you would dance to in a bar.",low quality|shimmering hi hats,2xGRCsW6-Bk,,100,110
2xQuWif8axE,This is a live recording of an instrumental progressive metal piece. A solo is being played on the electric guitar at a very fast pace using the technique of shredding. Rapid jumps from medium to high range notes can be heard. The atmosphere is aggressive.,instrumental|electric guitar,2xQuWif8axE,,30,40
2xtOqrNKH5s,"This song is an electronic instrumental. The tempo is fast with booming bass lines, synthesiser arrangement, table turner and digital drums. The music is vibrant, upbeat, pulsating, loud, punchy, buoyant, youthful and has a dance groove. This music is EDM.",instrumental|fast tempo|youthful|spirited,2xtOqrNKH5s,,23,33
2y1QnNBaxAU,"This is an emotional, melodic piano piece. It brings about sombre and reflective feelings. It has a slow tempo, and it is not intricate but it is captivating. The empty spaces between the motifs allows for thoughts to flow.",slow tempo,2y1QnNBaxAU,,30,40
2z1elo4ucis,This is an amateur recording of a latin dance music piece. The audio quality is not that great. There is a male vocalist singing loudly. A bass guitar is playing a groovy bass line while an electric guitar is strumming chords in a syncopated manner. The rhythmic background is provided by a barely heard latin acoustic drum beat. The atmosphere is cheerful. This piece could be sampled for use in the making of a latin influenced hip-hop beat.,amateur recording|male vocal|bass guitar|electric guitar|cheerful,2z1elo4ucis,,120,130
2zjtZYqg3Ow,"The Drum & Bass song features wide piano chords layered with wide synth pad chords, followed by echoing vocal melody at the beginning, double pedal kick, punchy snare and manically played hi hats. Right before the beat drops, there is a wide reverberant riser that lifts the energy of the track, preparing the listener for it. It sounds energetic, uptempo and manic - like something you would hear on commercials.",punchy snare|energetic|uptempo,2zjtZYqg3Ow,,30,40
2zo5z1I0CeM,This pop song is sung by a female children's choir. The voices are soprano and alto. The soprano voice sings high pitch notes in vocals. The alto voices sing the words in parts. This is accompanied by the bass playing the root notes of the chords. A piano plays arpeggiated chords. The mood of this song is sad. This song can be played in a movie scene about reminiscing the past.,bass|piano|slow tempo,2zo5z1I0CeM,,150,160
2zpITTJiw7Q,This low quality audio features a melody played on the piano. This is followed by a melody on two different synth voices. This is accompanied by percussion playing a simple melody. The bass plays the root notes of the chords. The other instruments are not clearly heard because of the low quality of audio. There are no voices in this song. This song can be played in an anime video.,bass|no voices|moderate tempo,2zpITTJiw7Q,,30,40
2zrPFxxT1VM,This song starts with a male narrator speaking a line. This is followed by a female voice singing the main melody and each line is repeated by male and female voices. This song has a repetitive melody. This song has a call and response pattern. This is accompanied by an acoustic guitar playing chords and riffs at the end of lines. The percussion is played on a tabla. This song has a religious chant feel. This song can be played in a religious gathering.,acoustic guitar|moderate tempo,2zrPFxxT1VM,,30,40
3-_QS346VWo,This is a new-age music piece. There is no singer in this piece. The acoustic guitar is playing the main melody. The piano is playing the chords of the piece while in the background a faint synth string sound can be heard. The atmosphere is relaxing and soothing. This piece would make the perfect background music for a meditation video. It could also be playing in the background at a spa or a wellness center.,instrumental|acoustic guitar|piano,3-_QS346VWo,,30,40
30tNWUyJCog,This reggae song features a male voice singing the main melody. The vocal melody is repetitive. This is accompanied by programmed percussion playing a reggae beat. Hand claps are played at regular intervals. The bass plays a groovy bassline. A saxophone plays fills in between lines. This song has a reggae feel. This song can be played in a Caribbean style party.,male voice|bass|slow tempo,30tNWUyJCog,,140,150
31DNFoW3NAw,A keyboard is playing chords with a string sound along with something that sounds like a cembalo or another keyboard playing chords and a melody in the mid to higher register. A male voice is singing in an upper key sounding soulful and sensitive. This song may be playing for a sensual music video.,e-bass|medium tempo,31DNFoW3NAw,,30,40
31O2j4aAgYU,This song features an electric guitar. The guitar plays a blues progression by first descending three chords and then ending the song on a higher register. The guitar tone has a lot of added reverb. There are no other instruments in this audio. This is an instrumental song with no voices.,no voices,31O2j4aAgYU,,30,40
31iD2VPLMxQ,"The song is an instrumental. The tempo is slow with a poignant violin solo, keyboard accompaniment, percussion drums, strong bass line and a guitar accompaniment. The song is emotional and has a sense of grief and awe. The song is a documentary soundtrack.",instrumental music|slow tempo|emotional,31iD2VPLMxQ,,30,40
32C6w8V7TX8,The pop music features a female voice singing and being accompanied by other female voices. The drums and bass guitar play a simple and repetitive groove and drive the pulsation of the music. An electric guitar is playing a funky accompaniment. A group of strings play a repetitive melody that ascends in pitch with each repetition.,bass guitar|electric guitar,32C6w8V7TX8,,30,40
